% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1872583848, Thu Nov  7 12:04:55 2019, <python>{}</python>
1 16 0.9524191654136953 1.000049231981085 0.9950178469741834 9.9501784697418338e-01 0.999273401837535 1.0028157612386197   
2 32 0.9221860786718772 1.0311215939411302 0.9950178469741834 9.9763404735752004e-01 1.0000873574914748 1.0052913991770198   
3 48 0.8975265445688161 1.044475545683253 0.9950178469741834 9.9574614202795664e-01 0.9996400227909938 1.0029820974474044   
4 64 0.8789414559135386 1.0492604318529544 0.9933353505194861 9.9333535051948607e-01 0.9996166381074847 1.0040922172765754   
5 80 0.8727578303218316 1.0553791059609228 0.9933353505194861 9.9346316957702741e-01 0.9976258451098057 1.003559060638148   
6 96 0.8708155246314512 1.0648124693591041 0.9933353505194861 9.9450019499432929e-01 0.9982702469011415 1.0014148744433304   
7 112 0.8691667753608717 1.074436243961198 0.9933353505194861 9.9458099856278426e-01 0.9996845574836216 1.0023741757352906   
8 128 0.8675490769746055 1.0860886126264393 0.9933353505194861 9.9526133956627694e-01 0.9999282467846021 1.0043681366239792   
9 144 0.8709427602153104 1.0975772299253457 0.9933353505194861 9.9480509129604933e-01 0.9992441223054409 1.0036687536387454   
10 160 0.8713108560682703 1.1061730882558864 0.9926146435532079 9.9261464355320794e-01 0.9971876430377119 1.0031052767373883   
11 176 0.8713380439338121 1.11631042000636 0.9926146435532079 9.9414433303413741e-01 0.9987529895318086 1.0023292002352697   
12 192 0.8698875624518065 1.125500868976145 0.9926012497554503 9.9260124975545028e-01 0.9979750753010007 1.0012659522875205   
13 208 0.8723607735321658 1.1341024188805804 0.9916629435605671 9.9166294356056706e-01 0.9967880933312409 1.0016909694346179   
14 224 0.8709590423383763 1.1467468358584796 0.9916629435605671 9.9290373512442209e-01 0.9980346712600848 1.000241507615345   
15 240 0.8777888370710536 1.1569970646073717 0.9916629435605671 9.9427773640544748e-01 0.9978801409841513 1.004507691205088   
16 256 0.8863423466476271 1.1704525897777127 0.9916629435605671 9.9521460466403422e-01 0.998443276820717 1.001982472434269   
17 272 0.8900626125782505 1.1795119442068913 0.9916629435605671 9.9494438830055465e-01 0.9983453896660585 1.002117160035781   
18 288 0.8913355775014589 1.1875127577641917 0.9916629435605671 9.9374654700782461e-01 0.9997835859793103 1.002924368738189   
19 304 0.8915997558842672 1.2010734901635411 0.9916629435605671 9.9311686673389066e-01 0.998092753681558 1.0027534704632428   
20 320 0.894191909770144 1.2103671451208404 0.9916629435605671 9.9391013053521848e-01 0.9989863726395982 1.0015683434230296   
21 336 0.8896204294769638 1.2195267234324407 0.9894527219044045 9.8945272190440448e-01 0.9978788777883797 1.0011977196392605   
22 352 0.8885070898772045 1.2286222773993278 0.9894527219044045 9.9296792258709732e-01 0.9968000825827397 1.0012295092234043   
23 368 0.8864242638479916 1.2363368582528824 0.9894527219044045 9.9374701927242237e-01 0.9973109166874603 1.000650275440315   
