,N,accuracy,combiner,convergence_decimals,epoch_count,experiment,experiment_hash,experiment_id,gradient_step_count,iteration_count,k,measured_time,mini_batch_size,model,n,pid,seed_challenge,seed_distance,seed_instance,seed_model,shuffle,transformation
0,500,0.948,xor,4,10000,ExperimentLogisticRegression,7854cb74983072f8bdcc2e70052a91ee815f6ee3d6fa03befa2141bd09c4af3d,58b84dbc-8772-4411-9ce1-74204929ef7b,10000,10000,1,7.0626537799835205,500,"[-0.01493033  0.00403096 -0.30712709  0.16769143 -0.22775693 -0.10006182
  0.06387334 -0.12023531 -0.13649597 -0.11727532  0.09465094  0.24716115
  0.01479321 -0.15226013  0.03345675 -0.08171978 -0.00850022  0.16078492
 -0.13880018 -0.00469839 -0.13362722 -0.04203813  0.04094466 -0.11073819
 -0.04102139 -0.00380426 -0.07575285 -0.11915385 -0.17311733 -0.03761624
 -0.01806365  0.28673042 -0.28314537  0.01881324  0.10053281  0.20537157
  0.0636248  -0.10656282 -0.00308693  0.08142714 -0.04447544  0.09277041
 -0.22349338  0.24025687  0.19076324 -0.04334766  0.07125091 -0.02122335
 -0.13406029 -0.0035496   0.15120871 -0.05869853 -0.02377769  0.01895563
  0.01571442  0.13766766 -0.0879383   0.06750056  0.04944494 -0.21087508
 -0.0676922  -0.0368735  -0.01320297  0.04642775 -0.01127481]",64,19001,3,5,2,4,False,atf
0,500,0.9318,xor,4,10000,ExperimentLogisticRegression,9d39a02792156888fa617e2b573c8af5f6f0bfc7caa7e6bd3d4eecafb2bca0c4,732e9c54-278b-4319-a3ee-4b8850850794,10000,10000,1,7.480202674865723,500,"[-1.15340278e-03  5.30161669e-03 -2.71769504e-01  2.43805171e-01
 -2.13773888e-01 -1.47149349e-01  1.08935967e-01 -1.19531959e-01
 -1.20609857e-01 -1.05327171e-01  6.49510581e-02  2.81060598e-01
 -3.83346544e-03 -1.43543943e-01  9.26922880e-03 -6.15747113e-02
  4.68683873e-03  1.91147080e-01 -7.08482760e-02  1.89857508e-02
 -7.03597790e-02 -3.37136238e-02  2.49322290e-02 -1.27970252e-01
 -1.55255942e-02 -7.64728791e-02 -5.30308811e-02 -1.29337325e-01
 -2.05366171e-01  1.91378467e-02 -2.72313917e-02  2.80324285e-01
 -3.05685064e-01 -1.47581257e-04  3.22414958e-02  2.00414773e-01
  3.36911491e-02 -8.85052536e-02  2.21686458e-02  6.76624227e-02
 -3.76170234e-02  1.16955397e-01 -1.89667924e-01  2.57743803e-01
  1.59611599e-01 -4.47945910e-02  9.82799934e-02 -1.48752158e-03
 -1.49259889e-01  1.95414290e-02  1.05498968e-01 -2.61351929e-02
 -2.19210658e-02 -5.47064666e-02  6.21186985e-02  1.36263271e-01
 -7.34571128e-02  2.46042757e-02  4.66445824e-02 -2.27933361e-01
 -3.45873461e-02 -2.77887066e-02 -1.83784558e-02  2.95909609e-02
  1.66864928e-02]",64,18997,3,5,2,4,False,lightweight_secure
0,500,0.9347,xor,4,10000,ExperimentLogisticRegression,498922128c671a45aed87887c65ac754b21cc31b0ce40ee588cfc77e421abe80,94491b95-fd7a-4f66-95ab-84216e19d0a3,10000,10000,1,7.370436429977417,500,"[-0.04321562 -0.00404557 -0.27789584  0.24032223 -0.20542841 -0.09894103
  0.04522666 -0.11734559 -0.15167176 -0.11501813  0.01816806  0.28078573
  0.00173052 -0.12028494  0.07906995 -0.08277685 -0.03036248  0.16258503
 -0.11235865 -0.01213668 -0.11538433 -0.00933018  0.01488477 -0.10096464
 -0.0569663  -0.08163901 -0.09960497 -0.17209172 -0.15532262 -0.04731526
 -0.07894903  0.29454979 -0.32426216  0.05847253  0.03506431  0.15757758
  0.07417022 -0.09287661 -0.0257539  -0.01152324 -0.04225532  0.13021421
 -0.27518888  0.18031796  0.15459528 -0.04694784  0.0363703  -0.02538943
 -0.12143023  0.04224111  0.12280793 -0.04138795 -0.03540173 -0.00664354
  0.02049767  0.14291224 -0.03905487  0.06406016  0.03536625 -0.21583022
 -0.06438212 -0.01641841  0.02024747  0.02582315  0.02406129]",64,19001,3,5,2,4,False,random
0,2000,0.9798,xor,4,10000,ExperimentLogisticRegression,62370d76294edda68e0da70506f2ec6551d4d6829d41c38b7ef895fb1de545aa,73d31454-47b9-492e-9e49-88611c8325b2,10000,10000,1,14.256869554519653,2000,"[ 0.22126654 -0.08584666 -0.06902942 -0.14262752  0.11374447 -0.3225513
  0.23858646 -0.10142909  0.04505298 -0.0306616   0.1874907  -0.29237194
 -0.02432419 -0.06356314  0.15626405 -0.14864975 -0.01742538 -0.11324702
  0.002046    0.0670845  -0.14939525  0.14826288  0.12486841  0.05968584
  0.12106759 -0.09095579 -0.02074042 -0.12176723 -0.03796154  0.06572385
 -0.08775988 -0.05156565 -0.09114641 -0.11619563 -0.09437834 -0.00304993
 -0.14318923  0.04177061  0.22506492  0.09164191 -0.04220345 -0.12375959
 -0.09840311  0.24071401  0.01770111 -0.08072412  0.02021387  0.28201536
  0.02407676  0.09191444  0.04062996 -0.05438465 -0.16363708 -0.0526539
 -0.0224539   0.08165454  0.11024936  0.11752693  0.03444921  0.12681128
 -0.102053    0.17232479  0.07281051 -0.04072814 -0.00645911]",64,18999,2,4,1,3,False,aes_substitution
0,1000,0.969,xor,4,10000,ExperimentLogisticRegression,e2946f58693499f41da1bb8809e93ab205c21b081f3479234f40488d959318cf,197a9e71-01b0-4b25-b458-67b7215e76af,10000,10000,1,7.314091444015503,1000,"[-0.06416179 -0.00419908 -0.27285018  0.1936742  -0.21667968 -0.11158588
  0.06959472 -0.14802658 -0.13732419 -0.09621745  0.07275977  0.29217276
 -0.01382573 -0.13859496  0.06025658 -0.06736445 -0.00460583  0.14589089
 -0.08343181 -0.01070553 -0.10840766 -0.03395567  0.03834115 -0.10878901
 -0.04186256 -0.01816192 -0.07090865 -0.15989729 -0.1754787  -0.00311858
 -0.02974113  0.26107538 -0.33934947  0.00048574  0.02579998  0.16898152
  0.0584172  -0.0894322  -0.02180612  0.05820079 -0.04470898  0.08976613
 -0.2417654   0.23433798  0.19335399 -0.0507912   0.07035214 -0.01005907
 -0.11036055 -0.00877322  0.13911056 -0.05130963 -0.06692923 -0.01152191
  0.05402464  0.14539211 -0.06714654  0.0598763   0.06236624 -0.23638483
 -0.0689015  -0.01083135 -0.00663918  0.01912659  0.01250119]",64,18997,3,5,2,4,False,id
0,1000,0.975,xor,4,10000,ExperimentLogisticRegression,7cfe2e7a093fd40d25ab3cae452c58ebb21812b51df76503ed3f3881f3989acd,e9edcaf2-5eef-4ebc-aeb8-78a3c5b44c24,10000,10000,1,8.262377977371216,1000,"[-0.03798238 -0.00793259 -0.27564608  0.20208162 -0.2245543  -0.10272605
  0.06552105 -0.15518651 -0.13075135 -0.12588583  0.07528772  0.29592466
  0.02021732 -0.16397587  0.05997148 -0.08754024  0.0108681   0.15248334
 -0.09279333  0.01883234 -0.10049612 -0.01745848  0.04695081 -0.11719717
 -0.04686195 -0.02467047 -0.07947646 -0.14793089 -0.17705017 -0.01477471
 -0.0415986   0.26620469 -0.30431261  0.00701061  0.03066943  0.19277126
  0.04730727 -0.1102034  -0.00342847  0.08086237 -0.03873583  0.09904662
 -0.23374071  0.21708386  0.19888461 -0.03072336  0.07255115  0.00667776
 -0.08596453  0.00794832  0.13937117 -0.03989007 -0.02577374 -0.01345649
  0.04031777  0.16346871 -0.06608394  0.04079441  0.04555356 -0.22342075
 -0.06474601 -0.02971744 -0.0186181   0.04445378 -0.00947519]",64,19001,3,5,2,4,False,atf
0,1000,0.9645,xor,4,10000,ExperimentLogisticRegression,8df7d9575b1cec259f66eb7572382b505e58a8d48222532136b9b1686ed7bc17,c1212ea7-df8c-42c4-924d-c7b63c2ab439,10000,10000,1,8.235408306121826,1000,"[-0.03909911 -0.00146474 -0.25932556  0.19912665 -0.22797004 -0.13357073
  0.07987513 -0.15820686 -0.13062243 -0.1188312   0.06342277  0.28513349
  0.00228357 -0.12958925  0.05376605 -0.05352916 -0.00158936  0.14927676
 -0.09548551  0.02960455 -0.0908456  -0.02398806  0.0429289  -0.11383103
 -0.03179376 -0.0524928  -0.07649093 -0.13036762 -0.18663091 -0.014105
 -0.03429062  0.30063064 -0.31192425  0.00929999  0.02328509  0.1850126
  0.06357465 -0.10089283  0.00613269  0.06329136 -0.04708899  0.09653846
 -0.21190266  0.25037156  0.17919946 -0.03829391  0.09448536  0.00132626
 -0.1032355   0.03293685  0.11967617 -0.04135645 -0.04402006 -0.01021588
  0.05921584  0.15298255 -0.09848232  0.03620087  0.01314083 -0.23851571
 -0.05198471 -0.01303529 -0.02816823  0.04005587 -0.00751664]",64,18997,3,5,2,4,False,lightweight_secure
0,500,0.9551,xor,4,10000,ExperimentLogisticRegression,a0786a989ffe7b2ce0dadcb2557b835bae2b44a1e84c1ae8b3acc5dfbe1e3e12,7b5b2a07-1c29-4956-b329-5e8dae8d1eaf,10000,10000,1,8.273159980773926,500,"[-4.15025288e-02 -8.75937042e-03 -2.76985573e-01  2.09322351e-01
 -2.21210307e-01 -8.61952616e-02  2.64871350e-02 -1.69077806e-01
 -1.35290486e-01 -1.03709483e-01  4.11525926e-02  3.16738542e-01
  1.05797524e-02 -1.09597480e-01  8.85688151e-02 -8.52576890e-02
 -2.25378966e-02  1.39440281e-01 -9.18690799e-02  3.25579072e-02
 -9.85861594e-02 -6.87484351e-03  5.42912711e-02 -1.61002136e-01
 -1.22861932e-02 -5.23338452e-02 -8.29496545e-02 -1.62782146e-01
 -1.72143436e-01 -1.52362038e-02  4.95602741e-05  2.61962333e-01
 -3.06392214e-01  5.75026370e-03  5.87779067e-02  1.85022095e-01
  6.56465737e-02 -9.32809828e-02  1.62053253e-02  7.93647098e-02
 -2.34708462e-02  9.52842077e-02 -2.11407351e-01  2.04667414e-01
  1.83938283e-01 -4.67633311e-02  5.91503093e-02  3.85161961e-02
 -8.18082852e-02  3.84873802e-03  1.11806329e-01 -5.34507509e-02
 -6.61647364e-02  5.34827267e-03  8.01602613e-02  1.61934169e-01
 -1.05919324e-01  8.57197627e-02  2.56413064e-02 -2.35854258e-01
 -7.47539793e-02 -3.70915403e-02 -5.51572358e-04  3.80664424e-02
 -9.22040387e-03]",64,19003,3,5,2,4,False,aes_substitution
0,1000,0.9701,xor,4,10000,ExperimentLogisticRegression,36d461e250f8addb1b41147d48698d8d18ad84560213ba2a027733fe142f4084,cb0ad27e-e32b-4c3b-b41d-b6edbcb919e2,10000,10000,1,7.969409704208374,1000,"[-0.05044711  0.01013563 -0.2711158   0.2068803  -0.23262418 -0.10830914
  0.07182661 -0.14843679 -0.12805809 -0.10632651  0.05172114  0.29328188
  0.0092787  -0.13975202  0.06981202 -0.08327612 -0.01467238  0.16448104
 -0.0870996   0.00429176 -0.12106443 -0.00437105  0.02123148 -0.11367151
 -0.05581467 -0.04458065 -0.07592473 -0.11419015 -0.1543904  -0.03270103
 -0.04227016  0.28839453 -0.3144998   0.01718849  0.05018592  0.16585525
  0.07239412 -0.10183443  0.00149007  0.04590831 -0.03960555  0.10551451
 -0.24345195  0.19529041  0.19659504 -0.05139766  0.06826067  0.01629703
 -0.11622885  0.01147661  0.12830926 -0.04263861 -0.04399961 -0.01512382
  0.04677616  0.15210063 -0.09156618  0.06548423  0.02323043 -0.2441687
 -0.07240024 -0.00964988  0.02687216  0.04264074 -0.0103209 ]",64,19001,3,5,2,4,False,random
0,1500,0.9777,xor,4,10000,ExperimentLogisticRegression,858f5466e40d784bfb5316ef56eb6b62e062610ff2f4cac45a5e174696c42c8f,2da62268-7e7f-4981-a76f-e52859b424f2,10000,10000,1,8.934988737106323,1500,"[-0.04957112 -0.01127395 -0.26585595  0.20069726 -0.22879145 -0.10967179
  0.06623288 -0.15286075 -0.13533095 -0.10566554  0.06379345  0.29435957
  0.000502   -0.13397448  0.06366461 -0.0655506   0.00153747  0.14792134
 -0.09050305 -0.00234892 -0.11891785 -0.02954236  0.0478742  -0.10691509
 -0.04012058 -0.00935423 -0.079759   -0.1467152  -0.18132998 -0.00866825
 -0.04068569  0.2626394  -0.3242089   0.00536682  0.03625593  0.1894885
  0.0669136  -0.1067904  -0.01824635  0.0590377  -0.04432022  0.08936556
 -0.22884412  0.22654294  0.18962588 -0.04427886  0.0677022  -0.00373887
 -0.09797826 -0.00141821  0.13435003 -0.06438111 -0.05715036 -0.00424001
  0.0629937   0.16926169 -0.07932109  0.05538651  0.04295277 -0.23287755
 -0.05801106 -0.00737264 -0.00080401  0.03111177  0.01006637]",64,18997,3,5,2,4,False,id
0,1500,0.9814,xor,4,10000,ExperimentLogisticRegression,6ca6dfb94d35a86de556922fa30e452a6e6012bd3022ee14a164ddabd30ef606,03713f96-67e3-4e92-9ece-ca98f3df6017,10000,10000,1,10.106438159942627,1500,"[-4.51802393e-02  3.94282994e-03 -2.79506449e-01  1.98205960e-01
 -2.26294782e-01 -9.80420467e-02  6.05673365e-02 -1.53898711e-01
 -1.47730200e-01 -1.18822284e-01  7.54236587e-02  2.96676227e-01
  5.63626088e-03 -1.53939711e-01  6.24826005e-02 -7.49157795e-02
 -9.31567463e-04  1.56060459e-01 -9.32783162e-02  6.92489727e-03
 -1.11669905e-01 -2.06589749e-02  4.31400423e-02 -1.29023248e-01
 -5.24874254e-02 -3.38088832e-02 -8.42295818e-02 -1.47157494e-01
 -1.70687068e-01 -2.04717693e-02 -3.79058524e-02  2.67835770e-01
 -3.09609227e-01  1.45378982e-03  4.16840005e-02  1.84272611e-01
  4.09131135e-02 -1.14795987e-01 -1.50215563e-02  6.99353335e-02
 -4.59025178e-02  9.26072537e-02 -2.37675192e-01  2.22334228e-01
  1.91215942e-01 -4.13609677e-02  7.14346709e-02 -1.26627101e-04
 -9.23749042e-02 -6.25192383e-04  1.26969500e-01 -3.71011682e-02
 -3.31210822e-02 -2.19108473e-03  5.46006352e-02  1.58106497e-01
 -7.90740385e-02  4.72907304e-02  2.85889287e-02 -2.20808603e-01
 -4.87253430e-02 -1.54030627e-02 -1.17424628e-02  4.62192673e-02
 -4.01206734e-03]",64,19003,3,5,2,4,False,atf
0,1000,0.9756,xor,4,10000,ExperimentLogisticRegression,430b363691fa7535533b00ff9858eeb5e8f3110e4680388dd1de255baed7e54f,e7c2c16b-1f71-433f-b1b8-bd514f56939c,10000,10000,1,8.47447919845581,1000,"[-0.0309388  -0.00115716 -0.26340549  0.20489374 -0.21758529 -0.11632736
  0.04112037 -0.16699951 -0.12803278 -0.11779983  0.05771602  0.29313312
  0.00669359 -0.13518295  0.08331913 -0.08350044 -0.00232003  0.15741262
 -0.10266708  0.010635   -0.11099275 -0.03381498  0.04329614 -0.11902382
 -0.03577323 -0.03067598 -0.08742712 -0.14342389 -0.18403831 -0.01791118
 -0.02303302  0.27999364 -0.3030588   0.0283045   0.04091955  0.16704219
  0.07500999 -0.13510229  0.01161797  0.06365517 -0.03060889  0.10651305
 -0.22278306  0.2124141   0.18734193 -0.05355314  0.05921402  0.02649619
 -0.10203366  0.01513155  0.12295261 -0.04112022 -0.04171201  0.00526065
  0.05773321  0.15910502 -0.089158    0.0648395   0.04795074 -0.24638104
 -0.04947343 -0.0211967   0.01348803  0.03653736 -0.00610718]",64,18999,3,5,2,4,False,aes_substitution
0,1500,0.9782,xor,4,10000,ExperimentLogisticRegression,52e56086803bb8045375a427d0bbdd4dcbfd932375fd65d1cc4e1534b915d606,07f46d70-d01a-416c-a8f1-0e7ca7e88c72,10000,10000,1,10.08404278755188,1500,"[-0.05396917 -0.00189782 -0.25907921  0.20257958 -0.22643631 -0.11261435
  0.06845733 -0.15526138 -0.14014398 -0.12139101  0.07212103  0.29020054
  0.01251629 -0.13848844  0.05654381 -0.06567446 -0.01087944  0.14477759
 -0.09023806  0.00672371 -0.10242461 -0.03048665  0.05099793 -0.11584226
 -0.03045392 -0.03715218 -0.07160887 -0.14118772 -0.19170399 -0.01996135
 -0.02971689  0.28810221 -0.30626947  0.02664539  0.04202101  0.17905764
  0.06661626 -0.10051462 -0.00458176  0.06571617 -0.05244663  0.09534084
 -0.23120256  0.23687681  0.18814282 -0.04383165  0.07891192  0.01064045
 -0.10004024  0.0227364   0.12124067 -0.04591058 -0.04537728 -0.02064592
  0.06027948  0.15556118 -0.07952882  0.05786745  0.01574178 -0.23232538
 -0.06318443 -0.01282761 -0.00629332  0.04865705 -0.00538353]",64,18997,3,5,2,4,False,lightweight_secure
0,1500,0.9757,xor,4,10000,ExperimentLogisticRegression,1a5c828dfbe898faf2a791cf0079751a8098a40197d2c218a6717210e7bad597,23c66be4-335c-422c-871c-79f416d74c55,10000,10000,1,10.345391511917114,1500,"[-3.13247630e-02 -6.27908809e-03 -2.72749035e-01  2.20056990e-01
 -2.33510439e-01 -8.95503911e-02  4.38231973e-02 -1.55487129e-01
 -1.25564710e-01 -1.14197587e-01  6.80638707e-02  2.83561690e-01
  9.67995229e-03 -1.40701126e-01  6.64215306e-02 -6.97031627e-02
 -4.74619135e-03  1.43483274e-01 -9.76591458e-02 -3.28444209e-05
 -1.27801974e-01 -1.04872696e-02  1.79455298e-02 -1.13316581e-01
 -4.58452713e-02 -4.25378263e-02 -7.55679739e-02 -1.33551234e-01
 -1.50006444e-01 -2.25931382e-02 -4.49681983e-02  2.89156233e-01
 -3.15620621e-01  2.70158387e-02  4.61949012e-02  1.70494213e-01
  7.07771092e-02 -1.11528423e-01 -8.90091970e-03  6.42276432e-02
 -4.68909976e-02  1.21621375e-01 -2.32964926e-01  1.96401429e-01
  1.91358229e-01 -5.33529601e-02  7.45525473e-02  1.21592185e-02
 -1.07543313e-01  6.24712164e-03  1.31612044e-01 -4.52082546e-02
 -4.86997855e-02 -1.35001472e-02  6.52337970e-02  1.67876562e-01
 -8.75968653e-02  6.39311237e-02  3.14387100e-02 -2.36654396e-01
 -5.74408883e-02 -2.34215924e-02  9.42970127e-03  4.21961526e-02
 -3.50385053e-03]",64,19003,3,5,2,4,False,random
0,2000,0.9786,xor,4,10000,ExperimentLogisticRegression,31a82edc9c23c578d9bb8df1f8e4c416bb3acc236d56bbf0860b58e8d36ddf83,0a616586-cb4b-4408-9076-90149c70d0c9,10000,10000,1,11.638572454452515,2000,"[-0.06023625 -0.01401123 -0.26932906  0.20381799 -0.22339124 -0.10359595
  0.06381371 -0.15962039 -0.15408926 -0.10986428  0.0787342   0.29272695
  0.00374047 -0.1378349   0.06599566 -0.06672562  0.00210152  0.14082255
 -0.10376107 -0.00539774 -0.11865979 -0.0345193   0.03799926 -0.10546542
 -0.0431756  -0.01708922 -0.08173977 -0.1454274  -0.17492405 -0.01002149
 -0.03963928  0.27345732 -0.31839388  0.00768831  0.03654597  0.18559286
  0.06080807 -0.1001922  -0.00143661  0.06099569 -0.03596657  0.08491456
 -0.23719246  0.21336284  0.18668651 -0.03515009  0.07665005  0.00209562
 -0.10713503  0.00232115  0.12774588 -0.05282608 -0.05506026  0.00295765
  0.05348634  0.1636654  -0.0801567   0.0650399   0.04031699 -0.22905986
 -0.05958382 -0.02248546 -0.00702606  0.04205247  0.0071073 ]",64,18999,3,5,2,4,False,id
0,2000,0.9829,xor,4,10000,ExperimentLogisticRegression,3ce2c5b4fde62b1ff1d435ff6ffc79a5c74492a70d95c455708ff3911f685fcc,19814823-ae06-4945-8611-cc58ffef1dd0,10000,10000,1,11.392412424087524,2000,"[-0.05349738 -0.01232731 -0.27394345  0.19647647 -0.22604987 -0.10005074
  0.0645538  -0.1484887  -0.14227387 -0.11820788  0.07480889  0.29397139
 -0.00038343 -0.14835825  0.06053057 -0.07510991 -0.0036701   0.15344027
 -0.08374047  0.00803029 -0.11658476 -0.02777728  0.03600368 -0.11806633
 -0.05363703 -0.03142155 -0.07945702 -0.14482599 -0.17825966 -0.01733374
 -0.03291878  0.27723828 -0.30640385  0.00439486  0.0370891   0.17563076
  0.05544495 -0.11381245 -0.00669858  0.07029809 -0.04738393  0.09864936
 -0.24348212  0.21991399  0.18064709 -0.04991107  0.07085872  0.00688136
 -0.09805367  0.0124946   0.12083814 -0.03472558 -0.0406918  -0.00562283
  0.05975844  0.15858869 -0.0867215   0.05084354  0.0249378  -0.23836555
 -0.0585616  -0.01415754  0.00104172  0.0540971  -0.00385762]",64,18997,3,5,2,4,False,atf
0,1500,0.9817,xor,4,10000,ExperimentLogisticRegression,193bde2c8a267555a5295401b43f51ec783201c3bfa018e19a80a92377c4efd3,a8620591-64a4-407d-9d2b-64280c6468e1,10000,10000,1,11.034468173980713,1500,"[-0.05467576 -0.00549632 -0.26349131  0.19782284 -0.22678299 -0.09324191
  0.05735546 -0.1597147  -0.13970864 -0.12602547  0.06570572  0.29084686
  0.00443636 -0.13588778  0.07632064 -0.07512075 -0.00922861  0.1485105
 -0.09861449  0.00579694 -0.108092   -0.02170406  0.02921952 -0.1211334
 -0.03771678 -0.02622039 -0.07814847 -0.15252657 -0.1675966  -0.01649869
 -0.0379994   0.29486948 -0.31048584  0.0287484   0.05316312  0.17452372
  0.0584106  -0.10799299  0.00931118  0.07222611 -0.03857209  0.10749818
 -0.21978959  0.21341442  0.18256742 -0.05239965  0.07980499  0.0156716
 -0.09663611  0.01158749  0.13611433 -0.04944306 -0.05510339  0.00762899
  0.05728499  0.16224648 -0.08024235  0.07344274  0.03236623 -0.23339874
 -0.06529528 -0.01945382  0.00690809  0.04024614 -0.01139109]",64,19001,3,5,2,4,False,aes_substitution
0,2000,0.9856,xor,4,10000,ExperimentLogisticRegression,a1e8e259e5a8286d56310eb2ac6aa42804057125dde42192caa13090e7c18d78,af250c58-87ce-475d-aba9-d4bda20c8123,10000,10000,1,12.26611042022705,2000,"[-0.05659402 -0.00119264 -0.26346382  0.2062015  -0.22358673 -0.11493597
  0.06893259 -0.14751207 -0.13100403 -0.11968373  0.06801348  0.2811759
  0.01083026 -0.14062626  0.06668201 -0.07535598 -0.00752056  0.1397896
 -0.09112067  0.00158443 -0.10631081 -0.02276562  0.0366215  -0.12287325
 -0.03537995 -0.03795614 -0.07774846 -0.14495164 -0.18636212 -0.01882589
 -0.04010743  0.2868207  -0.31182077  0.01379805  0.03722391  0.17053094
  0.06706981 -0.1126933  -0.00194341  0.06198596 -0.04890363  0.09948486
 -0.23679532  0.23191378  0.19692588 -0.04195009  0.08011547  0.00519559
 -0.09314544  0.01686136  0.12720498 -0.05373685 -0.04728931 -0.00768417
  0.05785182  0.16129817 -0.08047551  0.05871599  0.02896608 -0.22890398
 -0.05211838 -0.01094975 -0.00033217  0.03661981 -0.0011171 ]",64,18999,3,5,2,4,False,lightweight_secure
0,2000,0.9823,xor,4,10000,ExperimentLogisticRegression,fbf5bb6f0fb3765672bd5835685f16399dc8d1f188d6241f4de12737e77ccd19,bba02bfd-9407-486b-a783-9bbfda7d9521,10000,10000,1,12.642244815826416,2000,"[-0.0416227  -0.00748967 -0.27598426  0.21066175 -0.22841937 -0.10770662
  0.05327241 -0.16025573 -0.1250145  -0.11661577  0.07420461  0.28726273
  0.00524663 -0.14229127  0.06795306 -0.07837758 -0.00134433  0.14256732
 -0.08784119 -0.00065331 -0.12038234 -0.01996672  0.02640898 -0.11714719
 -0.03946984 -0.03576904 -0.08152892 -0.13560532 -0.16147824 -0.0234864
 -0.03120778  0.28289667 -0.30267981  0.00943111  0.05586962  0.17454477
  0.06855279 -0.1100108   0.00521963  0.05972343 -0.04430823  0.10842744
 -0.23186549  0.21511677  0.19214615 -0.05445973  0.06598111  0.01216673
 -0.11467051 -0.00374473  0.13627612 -0.05196516 -0.04537716 -0.01389057
  0.05626706  0.16821591 -0.0852717   0.05944694  0.0153417  -0.2342973
 -0.06643169 -0.0168756   0.00159603  0.03920666 -0.00817275]",64,18997,3,5,2,4,False,random
0,1000,0.9255,xor,4,10000,ExperimentLogisticRegression,8bc0dbab82125f5607f5d1f701b8b2f879b4c70b8c2c1ca1eed130512a89ed0a,4e8ed54a-44b5-472b-a413-c84e306dcc73,10000,10000,2,16.83904242515564,1000,"[-0.15508727  0.0210341  -0.06367322 -0.1183171   0.03217213  0.06171912
 -0.06072768  0.05930412 -0.04344581 -0.00292437 -0.07714118  0.13429286
 -0.20075903  0.00560292  0.05303487 -0.15024387 -0.02515559 -0.00352186
  0.06719722  0.07931886 -0.016775   -0.09990881  0.0957134   0.09104485
 -0.03776717 -0.00337685  0.02303461  0.02119503  0.01565713  0.1062952
 -0.13502165  0.07830478  0.01554879 -0.00918299  0.09079904 -0.17361762
  0.08228009  0.0349343  -0.09737406  0.02715458 -0.0160301   0.20644684
  0.14010276  0.02323408 -0.04470929 -0.03157908 -0.00978072 -0.04212281
 -0.06245088 -0.05070533 -0.01958138 -0.03867027 -0.05855492 -0.05412808
  0.18899709 -0.13154283 -0.08057757  0.02205415 -0.01347603  0.03560354
  0.05067025  0.09406814  0.0726142  -0.08757783 -0.0078142  -0.03785151
  0.00166418 -0.19681636  0.15207502 -0.1778523  -0.10193721  0.03988372
 -0.09628809 -0.1060435  -0.07181232  0.0491704   0.19255772  0.01175738
 -0.13089297  0.05822032 -0.04745569  0.00114912  0.09863276 -0.06664943
 -0.00542514 -0.09148626 -0.00843593  0.03976144 -0.08805835 -0.02097107
 -0.01672007 -0.07127755 -0.12618826 -0.12011975 -0.01086825 -0.03096397
  0.23536918 -0.22084049  0.0029348   0.02033335  0.14347846  0.05159194
 -0.06165786 -0.00817774  0.05466603 -0.00538107  0.07780987 -0.17208691
  0.15550912  0.1369434  -0.04244542  0.05544628 -0.00927099 -0.06527476
  0.0096712   0.09097831 -0.02974706 -0.04276992 -0.0089296   0.03526189
  0.09771239 -0.0564591   0.0472989   0.02776686 -0.18595724 -0.02834557
 -0.00490579 -0.01361011  0.01986579  0.00159488]",64,19001,2,4,2,3,False,id
0,2000,0.9859,xor,4,10000,ExperimentLogisticRegression,2f6c06b142386ed4e68b6765a1a97fe7b9d2d8ff7efc1568c895eec3ec619a75,81613a95-0252-4092-bc02-5c93315c9bfb,10000,10000,1,14.50571608543396,2000,"[-0.05064734 -0.00386367 -0.26992848  0.19973739 -0.22754637 -0.09543109
  0.05427102 -0.16017727 -0.13534943 -0.12266805  0.06455091  0.2934322
  0.00720096 -0.13907285  0.06879178 -0.07120682 -0.01125014  0.15384844
 -0.09264172  0.00207939 -0.10259079 -0.02587317  0.02828318 -0.12147116
 -0.03700308 -0.03185452 -0.08375628 -0.14894537 -0.17257741 -0.01190485
 -0.03921478  0.28942922 -0.31060843  0.02122056  0.04759131  0.17364559
  0.05968323 -0.10826604  0.0030856   0.07387918 -0.03741174  0.1021434
 -0.22540859  0.21607228  0.18666439 -0.04980331  0.08427096  0.01195609
 -0.09320577  0.01199611  0.12675263 -0.04877813 -0.05638523  0.00284194
  0.05846622  0.16066037 -0.07472273  0.07193515  0.02915817 -0.23525581
 -0.06250825 -0.01679895  0.00510565  0.03911185 -0.00308197]",64,19003,3,5,2,4,False,aes_substitution
